name,city,country,iata_code,_geoloc,links_count,objectID
Laredo Intl,Laredo,United States,LRD,"{'lat': 27.54375, 'lng': -99.461556}",8,3691
Salisbury Ocean City Wicomico Rgnl,Salisbury,United States,SBY,"{'lat': 38.340525, 'lng': -75.510289}",8,3642
Lubeck Blankensee,Luebeck,Germany,LBC,"{'lat': 53.805367, 'lng': 10.719222}",8,364
Duluth Intl,Duluth,United States,DLH,"{'lat': 46.842090999999996, 'lng': -92.193649}",8,3598
Hilo Intl,Hilo,United States,ITO,"{'lat': 19.721375, 'lng': -155.048469}",8,3415
Coffs Harbour,Coff's Harbour,Australia,CFS,"{'lat': -30.320556, 'lng': 153.116389}",8,3356
Albury,Albury,Australia,ABX,"{'lat': -36.067778, 'lng': 146.958056}",8,3333
Charleville,Charlieville,Australia,CTL,"{'lat': -26.413334, 'lng': 146.2625}",8,3323
Presidente Nicolau Lobato Intl,Dili,East Timor,DIL,"{'lat': -8.546553, 'lng': 125.524719}",8,3310
Labuan,Labuan,Malaysia,LBU,"{'lat': 5.300683, 'lng': 115.250181}",8,3270
Jalaluddin,Gorontalo,Indonesia,GTO,"{'lat': 0.637119, 'lng': 122.849858}",8,3247
Moses Kilangin,Timika,Indonesia,TIM,"{'lat': -4.528275, 'lng': 136.887375}",8,3243
Frans Kaisiepo,Biak,Indonesia,BIK,"{'lat': -1.190017, 'lng': 136.107997}",8,3241
Myitkyina,Myitkyina,Burma,MYT,"{'lat': 25.383636, 'lng': 97.351919}",8,3224
Shpakovskoye,Stavropol,Russia,STW,"{'lat': 45.109165, 'lng': 42.112778}",8,2963
Uytash,Makhachkala,Russia,MCX,"{'lat': 42.816822, 'lng': 47.652294}",8,2961
Abakan,Abakan,Russia,ABA,"{'lat': 53.74, 'lng': 91.385}",8,2955
Bratsk,Bratsk,Russia,BTK,"{'lat': 56.370556, 'lng': 101.698331}",8,2936
Rafael Hernandez,Aguadilla,Puerto Rico,BQN,"{'lat': 18.494861, 'lng': -67.129444}",8,2885
Grand Case,St. Martin,Guadeloupe,SFG,"{'lat': 18.099914, 'lng': -63.047197}",8,2879
Mayor Buenaventura Vivas,Santo Domingo,Venezuela,STD,"{'lat': 7.565111, 'lng': -72.035125}",8,2861
Maturin,Maturin,Venezuela,MUN,"{'lat': 9.749067, 'lng': -63.1534}",8,2852
Josefa Camejo,Paraguana,Venezuela,LSP,"{'lat': 11.780775, 'lng': -70.151497}",8,2844
Bagotville,Bagotville,Canada,YBG,"{'lat': 48.330555, 'lng': -70.996391}",8,28
Yacuiba,Yacuiba,Bolivia,BYC,"{'lat': -21.960925, 'lng': -63.651669}",8,2772
Simon Bolivar,Santa Marta,Colombia,SMR,"{'lat': 11.11965, 'lng': -74.230647}",8,2748
Camilo Daza,Cucuta,Colombia,CUC,"{'lat': 7.927567, 'lng': -72.511547}",8,2713
Tres De Mayo,Puerto Asis,Colombia,PUU,"{'lat': 0.505228, 'lng': -76.500836}",8,2706
Balmaceda,Balmaceda,Chile,BBA,"{'lat': -45.916058, 'lng': -71.689475}",8,2642
Uberaba,Uberaba,Brazil,UBA,"{'lat': -19.765, 'lng': -47.964778}",8,2635
Comandante Espora,Bahia Blanca,Argentina,BHI,"{'lat': -38.724967, 'lng': -62.169317}",8,2501
Cataratas Del Iguazu,Iguazu Falls,Argentina,IGR,"{'lat': -25.737281, 'lng': -54.473444}",8,2471
Dumaguete,Dumaguete,Philippines,DGT,"{'lat': 9.333714, 'lng': 123.300472}",8,2425
Noumerat,Ghardaia,Algeria,GHA,"{'lat': 32.384106, 'lng': 3.794114}",8,237
Gwangju,Kwangju,South Korea,KWJ,"{'lat': 35.126389, 'lng': 126.808889}",8,2361
Biskra,Biskra,Algeria,BSK,"{'lat': 34.793289, 'lng': 5.738231}",8,235
Hanamaki,Hanamaki,Japan,HNA,"{'lat': 39.428611, 'lng': 141.135278}",8,2344
Kochi,Kochi,Japan,KCZ,"{'lat': 33.546111, 'lng': 133.669444}",8,2332
Fukue,Fukue,Japan,FUJ,"{'lat': 32.666269, 'lng': 128.832808}",8,2304
Hualien,Hualien,Taiwan,HUN,"{'lat': 24.023725, 'lng': 121.616906}",8,2278
Cassidy Intl,Kiritimati,Kiribati,CXI,"{'lat': 1.986161, 'lng': -157.349778}",8,2252
Marshall Islands Intl,Majuro,Marshall Islands,MAJ,"{'lat': 7.064758, 'lng': 171.272022}",8,2249
Bateen,Abu Dhabi,United Arab Emirates,AZI,"{'lat': 24.428333, 'lng': 54.458084}",8,2180
Tamanrasset,Tamanrasset,Algeria,TMR,"{'lat': 22.811461, 'lng': 5.451075}",8,216
Kerman,Kerman,Iran,KER,"{'lat': 30.274444, 'lng': 56.951111}",8,2136
Sault Ste Marie,Sault Sainte Marie,Canada,YAM,"{'lat': 46.485001, 'lng': -84.509445}",8,21
Mazar I Sharif,Mazar-i-sharif,Afghanistan,MZR,"{'lat': 36.706914, 'lng': 67.209678}",8,2053
Nelson,Nelson,New Zealand,NSN,"{'lat': -41.298333, 'lng': 173.221111}",8,2024
Hamilton,Hamilton,New Zealand,HLZ,"{'lat': -37.866661, 'lng': 175.332056}",8,2015
Huahine,Huahine Island,French Polynesia,HUH,"{'lat': -16.687242, 'lng': -151.021667}",8,1991
Nuku Hiva,Nuku Hiva,French Polynesia,NHV,"{'lat': -8.795603, 'lng': -140.228789}",8,1987
San Salvador,Cockburn Town,Bahamas,ZSA,"{'lat': 24.063275, 'lng': -74.523967}",8,1956
Taloyoak,Spence Bay,Canada,YYH,"{'lat': 69.546667, 'lng': -93.576667}",8,183
General Rodolfo Sanchez Taboada Intl,Mexicali,Mexico,MXL,"{'lat': 32.630634, 'lng': -115.241637}",8,1820
Charlottetown,Charlottetown,Canada,YYG,"{'lat': 46.290001, 'lng': -63.121111}",8,182
Smithers,Smithers,Canada,YYD,"{'lat': 54.824722, 'lng': -127.182778}",8,179
Pangnirtung,Pangnirtung,Canada,YXP,"{'lat': 66.145, 'lng': -65.713611}",8,170
Erhac,Malatya,Turkey,MLX,"{'lat': 38.435347, 'lng': 38.091006}",8,1695
Sivas,Sivas,Turkey,VAS,"{'lat': 39.813828, 'lng': 36.903497}",8,1694
Canadian Rockies Intl,Cranbrook,Canada,YXC,"{'lat': 49.612222, 'lng': -115.781944}",8,164
Pico,Pico,Portugal,PIX,"{'lat': 38.554333, 'lng': -28.441333}",8,1634
Flores,Flores,Portugal,FLW,"{'lat': 39.455272, 'lng': -31.131361}",8,1625
Mosnov,Ostrava,Czech Republic,OSR,"{'lat': 49.696292, 'lng': 18.111053}",8,1582
Parma,Parma,Italy,PMF,"{'lat': 44.824483, 'lng': 10.296367}",8,1531
Hall Beach,Hall Beach,Canada,YUX,"{'lat': 68.776111, 'lng': -81.243611}",8,148
Repulse Bay,Repulse Bay,Canada,YUT,"{'lat': 66.521389, 'lng': -86.224722}",8,147
Kasos,Kasos,Greece,KSJ,"{'lat': 35.421358, 'lng': 26.910047}",8,1461
Kithira,Kithira,Greece,KIT,"{'lat': 36.274258, 'lng': 23.016978}",8,1454
Garons,Nimes,France,FNI,"{'lat': 43.757444, 'lng': 4.416347}",8,1439
Carpiquet,Caen,France,CFR,"{'lat': 49.173333, 'lng': -0.45}",8,1412
Fort Smith,Fort Smith,Canada,YSM,"{'lat': 60.020278, 'lng': -111.961944}",8,136
Marcillac,Rodez,France,RDZ,"{'lat': 44.407869, 'lng': 2.482672}",8,1289
Quesnel,Quesnel,Canada,YQZ,"{'lat': 53.026112, 'lng': -122.510278}",8,127
Grande Prairie,Grande Prairie,Canada,YQU,"{'lat': 55.179722, 'lng': -118.885}",8,122
Osijek,Osijek,Croatia,OSI,"{'lat': 45.462667, 'lng': 18.810156}",8,1202
Lamu Manda,Lamu,Kenya,LAU,"{'lat': -2.252417, 'lng': 40.913097}",8,1144
Aswan Intl,Aswan,Egypt,ASW,"{'lat': 23.964356, 'lng': 32.819975}",8,1136
Nouadhibou,Nouadhibou,Mauritania,NDB,"{'lat': 20.933067, 'lng': -17.029956}",8,1097
J M Nkomo Intl,Bulawayo,Zimbabwe,BUQ,"{'lat': -20.017431, 'lng': 28.617869}",8,1001
Sao Tome Intl,Sao Tome,Sao Tome and Principe,TMS,"{'lat': 0.378175, 'lng': 6.712153}",7,973
Mara Serena Airport,Masai Mara,Kenya,MRE,"{'lat': -1.406111, 'lng': 35.008056}",7,7424
Kotlik Airport,Kotlik,United States,KOT,"{'lat': 63.030556, 'lng': -163.532778}",7,7207
Kwigillingok Airport,Kwigillingok,United States,KWK,"{'lat': 59.876389, 'lng': -163.168611}",7,7096
Emmonak Airport,Emmonak,United States,EMK,"{'lat': 62.786111, 'lng': -164.490833}",7,7087
Bonaventure Airport,Bonaventure,Canada,YVB,"{'lat': 48.0711, 'lng': -65.4603}",7,6775
Samburu South Airport,Samburu South,Kenya,UAS,"{'lat': 0.530583, 'lng': 37.5342}",7,6773
Sege Airport,Sege,Solomon Islands,EGM,"{'lat': -8.57889, 'lng': 157.876}",7,6758
Tambor Airport,Nicoya,Costa Rica,TMU,"{'lat': 9.73852, 'lng': -85.0138}",7,6732
Anaktuvuk Pass Airport,Anaktuvuk Pass,United States,AKP,"{'lat': 68.1336, 'lng': -151.743}",7,6712
Dryden Rgnl,Dryden,Canada,YHD,"{'lat': 49.831667, 'lng': -92.744167}",7,67
Andenes,Andoya,Norway,ANX,"{'lat': 69.2925, 'lng': 16.144167}",7,631
Longreach Airport,Longreach,Australia,LRE,"{'lat': -23.4342, 'lng': 144.28}",7,6289
Haines Airport,Haines,United States,HNS,"{'lat': 59.2438, 'lng': -135.524}",7,5963
Skagway Airport,Skagway,United States,SGY,"{'lat': 59.4601, 'lng': -135.316}",7,5961
Craig Cove Airport,Craig Cove,Vanuatu,CCV,"{'lat': -16.265, 'lng': 167.924}",7,5897
Pikangikum Airport,Pikangikum,Canada,YPM,"{'lat': 51.8197, 'lng': -93.9733}",7,5521
Inukjuak Airport,Inukjuak,Canada,YPH,"{'lat': 58.4719, 'lng': -78.0769}",7,5520
Skagen,Stokmarknes,Norway,SKN,"{'lat': 68.580833, 'lng': 15.026111}",7,4252
Ikaria,Ikaria,Greece,JIK,"{'lat': 37.682717, 'lng': 26.347061}",7,4191
Lanai,Lanai,United States,LNY,"{'lat': 20.785611, 'lng': -156.951419}",7,3851
Molokai,Molokai,United States,MKK,"{'lat': 21.152886, 'lng': -157.096256}",7,3705
Fak Fak,Fak Fak,Indonesia,FKQ,"{'lat': -2.920192, 'lng': 132.267031}",7,3257
Taraz,Dzhambul,Kazakhstan,DMB,"{'lat': 42.853611, 'lng': 71.303611}",7,2911
Pelotas,Pelotas,Brazil,PET,"{'lat': -31.718353, 'lng': -52.327689}",7,2603
Altamira,Altamira,Brazil,ATM,"{'lat': -3.2539059999999997, 'lng': -52.253978}",7,2566
Bartolomeu Lisandro,Campos,Brazil,CAW,"{'lat': -21.698333, 'lng': -41.301669}",7,2543
Moorea,Moorea,French Polynesia,MOZ,"{'lat': -17.489972, 'lng': -149.761869}",7,1992
Golfito,Golfito,Costa Rica,GLF,"{'lat': 8.653775, 'lng': -83.180544}",7,1879
Konya,Konya,Turkey,KYA,"{'lat': 37.979, 'lng': 32.561861}",7,1691
Transilvania Targu Mures,Tirgu Mures,Romania,TGM,"{'lat': 46.467714, 'lng': 24.412525}",7,1662
Valladolid,Valladolid,Spain,VLL,"{'lat': 41.706111, 'lng': -4.851944}",7,1247
Eldoret Intl,Eldoret,Kenya,EDL,"{'lat': 0.404458, 'lng': 35.238928}",7,1138
Quelimane,Quelimane,Mozambique,UEL,"{'lat': -17.8555, 'lng': 36.869106}",6,986
Inhambane,Inhambane,Mozambique,INH,"{'lat': -23.876431, 'lng': 35.408544}",6,976
Lubango,Lubango,Angola,SDD,"{'lat': -14.924733, 'lng': 13.575022}",6,959
Soyo,Soyo,Angola,SZA,"{'lat': -6.141086, 'lng': 12.371764}",6,958
Menongue,Menongue,Angola,SPP,"{'lat': -14.657583, 'lng': 17.719833}",6,953
Huambo,Huambo,Angola,NOV,"{'lat': -12.808878, 'lng': 15.760547}",6,948
Toliara,Toliara,Madagascar,TLE,"{'lat': -23.383369, 'lng': 43.728453}",6,943
Sambava,Sambava,Madagascar,SVB,"{'lat': -14.278611, 'lng': 50.174721}",6,933
Philibert Tsiranana,Mahajanga,Madagascar,MJN,"{'lat': -15.667144, 'lng': 46.351828}",6,929
Antsirabato,Antalaha,Madagascar,ANM,"{'lat': -14.999411, 'lng': 50.320233}",6,927
Sigiriya Airport,Sigiriya,Sri Lanka,GIU,"{'lat': 7.57212, 'lng': 80.43412000000001}",6,9229
Sainte Marie,Sainte Marie,Madagascar,SMS,"{'lat': -17.093889, 'lng': 49.815834}",6,920
St Pierre Pierrefonds,St.-pierre,Reunion,ZSE,"{'lat': -21.320039, 'lng': 55.423581}",6,917
Moosonee,Moosonee,Canada,YMO,"{'lat': 51.291111, 'lng': -80.607778}",6,91
Brusselton,Brusselton,Australia,BQB,"{'lat': -33.687222, 'lng': 115.400278}",6,9090
Bangui M Poko,Bangui,Central African Republic,BGF,"{'lat': 4.398475, 'lng': 18.518786}",6,888
Yongzhou Lingling Airport,Yongzhou,China,LLF,"{'lat': 26.345556, 'lng': 111.612222}",6,8845
Bauru-Arealva,Bauru,Brazil,JTC,"{'lat': -22.157778, 'lng': -49.068333}",6,8238
Toksook Bay Airport,Toksook Bay,United States,OOK,"{'lat': 60.541389, 'lng': -165.087222}",6,8200
Tianyang,Baise,China,AEB,"{'lat': 23.72, 'lng': 106.96}",6,8082
Mackenzie Airport,Mackenzie British Columbia,Canada,YZY,"{'lat': 55.29944, 'lng': -123.08333}",6,7987
Ukunda Airport,Ukunda,Kenya,UKA,"{'lat': -4.29694, 'lng': 39.5714}",6,7976
Waterloo,Waterloo,Canada,YKF,"{'lat': 43.460833, 'lng': -80.378611}",6,79
Provo Municipal Airport,Provo,United States,PVU,"{'lat': 40.21805555, 'lng': -111.72222222}",6,7579
Zhijiang Airport,Zhijiang,China,HJJ,"{'lat': 27.441389, 'lng': 109.699722}",6,7519
Liping Airport,Liping,China,HZH,"{'lat': 26.206, 'lng': 109.039}",6,7508
Pond Inlet,Pond Inlet,Canada,YIO,"{'lat': 72.683334, 'lng': -77.966667}",6,75
Jijiga Airport,Jijiga,Ethiopia,JIJ,"{'lat': 9.359722, 'lng': 42.7875}",6,7417
Joacaba Airport,Joacaba,Brazil,JCB,"{'lat': -27.172778, 'lng': -51.500833}",6,7384
Dourados Airport,Dourados,Brazil,DOU,"{'lat': -22.220833, 'lng': -54.805833}",6,7380
Sinop Airport,Sinop,Brazil,OPS,"{'lat': -11.885, 'lng': -55.586}",6,7367
Cabo Frio International Airport,Cabo Frio,Brazil,CFB,"{'lat': -22.921667, 'lng': -42.074167}",6,7364
Vasteras,Vasteras,Sweden,VST,"{'lat': 59.589444, 'lng': 16.633611}",6,733
Bella Bella Airport,Bella Bella,Canada,ZEL,"{'lat': 52.139722, 'lng': -128.063611}",6,7275
Skelleftea,Skelleftea,Sweden,SFT,"{'lat': 64.624772, 'lng': 21.076892}",6,726
Havre Saint-Pierre Airport,Havre-Saint-Pierre,Canada,YGV,"{'lat': 50.281944, 'lng': -63.611389}",6,7255
St. George Airport,St. George,United States,STG,"{'lat': 56.577222, 'lng': -169.663611}",6,7247
Kiruna,Kiruna,Sweden,KRN,"{'lat': 67.821986, 'lng': 20.336764}",6,724
Grayling Airport,Grayling,United States,KGX,"{'lat': 62.894444, 'lng': -160.065}",6,7219
Tuluksak Airport,Tuluksak,United States,TLT,"{'lat': 61.096944, 'lng': -160.969444}",6,7218
Akiak Airport,Akiak,United States,AKI,"{'lat': 60.902778, 'lng': -161.230556}",6,7217
Pilot Station Airport,Pilot Station,United States,PQS,"{'lat': 61.934444, 'lng': -162.899444}",6,7216
Kongiganak Airport,Kongiganak,United States,KKH,"{'lat': 59.960833, 'lng': -162.881111}",6,7213
Klawock Airport,Klawock,United States,KLW,"{'lat': 55.579167, 'lng': -133.076111}",6,7205
Kipnuk Airport,Kipnuk,United States,KPN,"{'lat': 59.933056, 'lng': -164.030556}",6,7201
Hay River,Hay River,Canada,YHY,"{'lat': 60.839722, 'lng': -115.782778}",6,72
Teller Airport,Teller,United States,TLA,"{'lat': 65.240278, 'lng': -166.339444}",6,7186
Kobuk Airport,Kobuk,United States,OBU,"{'lat': 66.912222, 'lng': -156.897222}",6,7180
Metlakatla Seaplane Base,Metakatla,United States,MTM,"{'lat': 55.131111, 'lng': -131.578056}",6,7146
Hoonah Airport,Hoonah,United States,HNH,"{'lat': 58.096111, 'lng': -135.409722}",6,7142
Shungnak Airport,Shungnak,United States,SHG,"{'lat': 66.888056, 'lng': -157.1625}",6,7117
Nulato Airport,Nulato,United States,NUL,"{'lat': 64.729444, 'lng': -158.074167}",6,7111
Kwethluk Airport,Kwethluk,United States,KWT,"{'lat': 60.790278, 'lng': -161.443611}",6,7095
Eek Airport,Eek,United States,EEK,"{'lat': 60.213611, 'lng': -162.043889}",6,7093
Shageluk Airport,Shageluk,United States,SHX,"{'lat': 62.692222, 'lng': -159.569167}",6,7090
Kalmar,Kalkmar,Sweden,KLR,"{'lat': 56.685531, 'lng': 16.287578}",6,707
Alliance Municipal Airport,Alliance,United States,AIA,"{'lat': 42.053333, 'lng': -102.803889}",6,7067
Chadron Municipal Airport,Chadron,United States,CDR,"{'lat': 42.8375, 'lng': -103.095556}",6,7066
Municipal,Corozal,Belize,CZH,"{'lat': 18.3822, 'lng': -88.4119}",6,7029
Chefornak Airport,Chefornak,United States,CYF,"{'lat': 60.149167, 'lng': -164.285556}",6,6960
Drake Bay Airport,Puntarenas,Costa Rica,DRK,"{'lat': 8.71889, 'lng': -83.6417}",6,6945
Heilongjiang Mohe Airport,Mohe County,China,OHE,"{'lat': 52.915, 'lng': 122.427}",6,6943
Ronneby,Ronneby,Sweden,RNB,"{'lat': 56.266667, 'lng': 15.265}",6,685
Sawyer International Airport,Marquette,United States,MQT,"{'lat': 46.353611, 'lng': -87.395278}",6,6838
Ulukhaktok Holman,Holman Island,Canada,YHI,"{'lat': 70.762778, 'lng': -117.806111}",6,68
Mus Airport,Mus,Turkey,MSR,"{'lat': 38.747769, 'lng': 41.661236}",6,6782
Walvis Bay Airport,Walvis Bay,Namibia,WVB,"{'lat': -22.9799, 'lng': 14.6453}",6,6778
Capitan Corbeta C A Curbelo International Airport,Punta del Este,Uruguay,PDP,"{'lat': -34.855139, 'lng': -55.094278}",6,6777
Chaoyang Airport,Chaoyang,China,CHG,"{'lat': 41.5381, 'lng': 120.435}",6,6772
Changzhoudao Airport,Wuzhou,China,WUZ,"{'lat': 23.4567, 'lng': 111.248}",6,6744
Arenal Airport,La Fortuna/San Carlos,Costa Rica,FON,"{'lat': 10.478, 'lng': -84.6345}",6,6731
Shishmaref Airport,Shishmaref,United States,SHH,"{'lat': 66.2496, 'lng': -166.089}",6,6723
Kivalina Airport,Kivalina,United States,KVL,"{'lat': 67.7362, 'lng': -164.563}",6,6719
Kaltag Airport,Kaltag,United States,KAL,"{'lat': 64.3191, 'lng': -158.741}",6,6717
Anvik Airport,Anvik,United States,ANV,"{'lat': 62.6467, 'lng': -160.191}",6,6713
Sorstokken,Stord,Norway,SRP,"{'lat': 59.791925, 'lng': 5.34085}",6,660
Longyear,Svalbard,Norway,LYR,"{'lat': 78.246111, 'lng': 15.465556}",6,658
Iles De La Madeleine,Iles De La Madeleine,Canada,YGR,"{'lat': 47.424721, 'lng': -61.778056}",6,65
Heihe Airport,Heihe,China,HEK,"{'lat': 50.25, 'lng': 127.3}",6,6410
Qamdo Bangda Airport,Bangda,China,BPX,"{'lat': 30.5536, 'lng': 97.1083}",6,6396
Zhaotong Airport,Zhaotong,China,ZAT,"{'lat': 27.3256, 'lng': 103.755}",6,6378
Simao Airport,Simao,China,SYM,"{'lat': 22.7933, 'lng': 100.959}",6,6377
Wynyard Airport,Burnie,Australia,BWT,"{'lat': -40.9989, 'lng': 145.731}",6,6338
Roma Airport,Roma,Australia,RMA,"{'lat': -26.545, 'lng': 148.775}",6,6324
Paraburdoo Airport,Paraburdoo,Australia,PBO,"{'lat': -23.1711, 'lng': 117.745}",6,6314
Mornington Island Airport,Mornington Island,Australia,ONG,"{'lat': -16.6625, 'lng': 139.178}",6,6304
Moranbah Airport,Moranbah,Australia,MOV,"{'lat': -22.0578, 'lng': 148.077}",6,6301
Maningrida Airport,Maningrida,Australia,MNG,"{'lat': -12.0561, 'lng': 134.234}",6,6296
Merimbula Airport,Merimbula,Australia,MIM,"{'lat': -36.9086, 'lng': 149.901}",6,6294
Lord Howe Island Airport,Lord Howe Island,Australia,LDH,"{'lat': -31.5383, 'lng': 159.077}",6,6285
Geraldton Airport,Geraldton,Australia,GET,"{'lat': -28.7961, 'lng': 114.707}",6,6268
Doomadgee Airport,Doomadgee,Australia,DMD,"{'lat': -17.9403, 'lng': 138.822}",6,6262
Albany Airport,Albany,Australia,ALH,"{'lat': -34.9433, 'lng': 117.809}",6,6235
Lawas Airport,Lawas,Malaysia,LWY,"{'lat': 4.84917, 'lng': 115.408}",6,6219
Dumatubun Airport,Langgur-Kei Islands,Indonesia,LUV,"{'lat': -5.661619, 'lng': 132.731431}",6,6212
Barau(Kalimaru) Airport,Tanjung Redep-Borneo Island,Indonesia,BEJ,"{'lat': 2.155497, 'lng': 117.432256}",6,6209
Tambolaka Airport,Waikabubak-Sumba Island,Indonesia,TMC,"{'lat': -9.409717, 'lng': 119.244494}",6,6204
La Grande Riviere,La Grande Riviere,Canada,YGL,"{'lat': 53.625278, 'lng': -77.704167}",6,62
Pleiku Airport,Pleiku,Vietnam,PXU,"{'lat': 14.004522, 'lng': 108.017158}",6,6194
Phu Cat Airport,Phucat,Vietnam,UIH,"{'lat': 13.954986, 'lng': 109.042267}",6,6193
Trà Nóc Airport,Can Tho,Vietnam,VCA,"{'lat': 10.085119, 'lng': 105.711922}",6,6191
Gan Island Airport,Gan Island,Maldives,GAN,"{'lat': -0.693342, 'lng': 73.1556}",6,6183
Andizhan Airport,Andizhan,Uzbekistan,AZN,"{'lat': 40.7277, 'lng': 72.294}",6,6148
Pobedilovo Airport,Kirov,Russia,KVX,"{'lat': 58.5033, 'lng': 49.3483}",6,6142
Kostanay West Airport,Kostanay,Kazakhstan,KSN,"{'lat': 53.206944, 'lng': 63.550278}",6,6088
Juan Pablo Pérez Alfonso Airport,El Vigía,Venezuela,VIG,"{'lat': 8.6241, 'lng': -71.672819}",6,6072
Obando Airport,Puerto Inírida,Colombia,PDA,"{'lat': 3.85, 'lng': -67.91}",6,6054
General Rivadeneira Airport,Esmeraldas,Ecuador,ESM,"{'lat': 0.9785189999999999, 'lng': -79.6266}",6,6047
Roxas Airport,Roxas City,Philippines,RXS,"{'lat': 11.597669, 'lng': 122.751669}",6,6026
Tuguegarao Airport,Tuguegarao,Philippines,TUG,"{'lat': 17.638311, 'lng': 121.730614}",6,6021
Surigao Airport,Sangley Point,Philippines,SUG,"{'lat': 9.757567, 'lng': 125.479328}",6,6016
Sacheon Air Base,Sacheon,South Korea,HIN,"{'lat': 35.088543, 'lng': 128.07037}",6,6007
Holy Cross Airport,Holy Cross,United States,HCR,"{'lat': 62.1883, 'lng': -159.775}",6,5962
Gustavus Airport,Gustavus,United States,GST,"{'lat': 58.4253, 'lng': -135.707}",6,5960
Uromiyeh Airport,Uromiyeh,Iran,OMH,"{'lat': 37.6681, 'lng': 45.0687}",6,5936
Ardabil Airport,Ardabil,Iran,ADU,"{'lat': 38.325678, 'lng': 48.424356}",6,5935
Ipota Airport,Ipota,Vanuatu,IPA,"{'lat': -18.8783, 'lng': 169.308}",6,5918
Gaua Island Airport,Gaua Island,Vanuatu,ZGU,"{'lat': -14.2181, 'lng': 167.587}",6,5906
Lonorore Airport,Lonorore,Vanuatu,LNE,"{'lat': -15.8656, 'lng': 168.172}",6,5904
Torres Airstrip,Loh/Linua,Vanuatu,TOH,"{'lat': -13.328, 'lng': 166.638}",6,5895
Sola Airport,Sola,Vanuatu,SLH,"{'lat': -13.8517, 'lng': 167.537}",6,5894
Mota Lava Airport,Ablow,Vanuatu,MTV,"{'lat': -13.666, 'lng': 167.712}",6,5893
Ua Huka Airport,Ua Huka,French Polynesia,UAH,"{'lat': -8.93611, 'lng': -139.552}",6,5892
Ua Pou Airport,Ua Pou,French Polynesia,UAP,"{'lat': -9.35167, 'lng': -140.078}",6,5891
Savusavu Airport,Savusavu,Fiji,SVU,"{'lat': -16.8028, 'lng': 179.341}",6,5878
Matei Airport,Matei,Fiji,TVU,"{'lat': -16.6906, 'lng': -179.877}",6,5875
Arthurs Town Airport,Arthur's Town,Bahamas,ATC,"{'lat': 24.629417, 'lng': -75.673775}",6,5857
Dr Joaquin Balaguer International Airport,La Isabela,Dominican Republic,JBQ,"{'lat': 18.5725, 'lng': -69.9856}",6,5811
Kahramanmaras Airport,Kahramanmaras,Turkey,KCM,"{'lat': 37.539, 'lng': 36.9534}",6,5798
Kars Airport,Kars,Turkey,KSY,"{'lat': 40.562222, 'lng': 43.115002}",6,5796
Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,BNX,"{'lat': 44.941444, 'lng': 17.297501}",6,5794
Worland Municipal Airport,Worland,United States,WRL,"{'lat': 43.9657, 'lng': -107.951}",6,5777
Valdosta Regional Airport,Valdosta,United States,VLD,"{'lat': 30.7825, 'lng': -83.2767}",6,5776
Rock Springs Sweetwater County Airport,Rock Springs,United States,RKS,"{'lat': 41.5942, 'lng': -109.065}",6,5766
Arnold Palmer Regional Airport,Latrobe,United States,LBE,"{'lat': 40.2759, 'lng': -79.4048}",6,5747
Brunswick Golden Isles Airport,Brunswick,United States,BQK,"{'lat': 31.2588, 'lng': -81.4665}",6,5725
Watertown Regional Airport,Watertown,United States,ATY,"{'lat': 44.914, 'lng': -97.1547}",6,5721
La Abraq Airport,Al Bayda',Libya,LAQ,"{'lat': 32.788673, 'lng': 21.964333}",6,5699
Mogador Airport,Essadouira,Morocco,ESU,"{'lat': 31.3975, 'lng': -9.681667000000001}",6,5671
Dakhla Airport,Dakhla,Western Sahara,VIL,"{'lat': 23.7183, 'lng': -15.932}",6,5670
Eros Airport,Windhoek,Namibia,ERS,"{'lat': -22.6122, 'lng': 17.0804}",6,5645
Ängelholm-Helsingborg Airport,Ängelholm,Sweden,AGH,"{'lat': 56.2961, 'lng': 12.8471}",6,5597
Östersund Airport,Östersund,Sweden,OSD,"{'lat': 63.1944, 'lng': 14.5003}",6,5593
Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,Poland,BZG,"{'lat': 53.0968, 'lng': 17.9777}",6,5591
Svartnes Airport,Vardø,Norway,VAW,"{'lat': 70.355392, 'lng': 31.044889}",6,5589
Svolvær Helle Airport,Svolvær,Norway,SVJ,"{'lat': 68.2433, 'lng': 14.6692}",6,5587
Ryum Airport,Rørvik,Norway,RVK,"{'lat': 64.8383, 'lng': 11.1461}",6,5583
Namsos Høknesøra Airport,Namsos,Norway,OSY,"{'lat': 64.4722, 'lng': 11.5786}",6,5581
Leknes Airport,Leknes,Norway,LKN,"{'lat': 68.1525, 'lng': 13.6094}",6,5580
Papa Westray Airport,Papa Westray,United Kingdom,PPW,"{'lat': 59.3517, 'lng': -2.90028}",6,5567
North Ronaldsay Airport,North Ronaldsay,United Kingdom,NRL,"{'lat': 59.3675, 'lng': -2.43444}",6,5566
Sandy Lake Airport,Sandy Lake,Canada,ZSJ,"{'lat': 53.0642, 'lng': -93.3444}",6,5548
Sanikiluaq Airport,Sanikiluaq,Canada,YSK,"{'lat': 56.5378, 'lng': -79.2467}",6,5529
Umiujaq Airport,Umiujaq,Canada,YUD,"{'lat': 56.5361, 'lng': -76.5183}",6,5515
